RaceDate,SourceFile,Track,Race,Horse,PP,FormString,LayoffFlag
2025-11-23,HarnessSuite_2_6_FULL.csv,STGA,10,Letsmakelotsamoney,6,2-73213136-4,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,STGA,11,Thisishowwedoit,3,41-523733-23,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,1,Jazzville,10,4-2-3-34-424X76,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,3,Dance On The Moon,1,37616-268X65,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,3,Lyons Night Hawk,6,875151-?-7X88,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,4,Myretirementdream,4,867510111-28,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,4,Bella Cavalla,7,53X1341333-2,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,4,Perfetto,8,716-66-6X2-19-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,4,Phoenix,9,6373-63169-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,5,Flying Art A,2,31-5-434746-7,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,5,Vertical Squirt,6,537541223-4,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,5,Instantaneous,9,2277-?6619-7,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,6,Howmac Charmer,1,234226-151X3,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,6,Beachin Lindy,3,38238X6142-8,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,6,Brookdale Miki,4,814576511-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,6,Elliot Moose,6,66-6232254-4,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,7,Mr Bluebird,2,4-2-21-1-11-2-1-4,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,7,Quebec Hanover,3,7223-72728-1,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,7,Hasty Bid,4,9133175-4-16,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,7,Safe Conduct,6,53266312-4-2,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,7,New Rules,8,356-3X616-41-5,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,7,Gaines Hanover,10,83934319-2-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,8,Lets Get Pickled,4,417151-82X21,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,8,Always B Sweetest,7,710-98413-41-1,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,8,Dupree Hanover,8,3310X8X2219-7-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,9,Major Bank,1,33113127X65,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,9,Eurobank Hanover,3,51118111-6-4,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,9,Chip Happened,6,1529228-78-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,9,Myfriendjose,7,2337-62410-62,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,9,Pinewood Hanover,8,31361-26-6-3-7,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,10,Tarquinus Hanover,3,126-7?-7-1088-6,2UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,10,Forefather,4,53346-61096-10,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,10,Tricky Mcwicky,6,8X31-45278X87,3UP
2025-11-23,HarnessSuite_2_6_FULL.csv,WBSB,10,Hesincontrol,9,3?4128-10-10X10X8,2UP
